Relative Time Stamp (s),Barometic Pressure (kPa),Estimated Altitude a.s.l. (m)
 313024.260909417, 102.160514831543, -0.475616455078125
 313025.214395417, 102.157577514648, -0.232521057128906
 313026.162673542, 102.157577514648, -0.232521057128906
 313027.111117833, 102.154777526855, 0.0
 313028.063301708, 102.154777526855, 0.0
 313029.013144542, 102.156845092773, -0.174392700195312
 313029.962175625, 102.165267944336, -0.866676330566406
 313030.910914667, 102.17073059082, -1.32115936279297
 313031.865091833, 102.17073059082, -1.32115936279297
 313032.813762, 102.170722961426, -1.32115936279297
 313033.760667, 102.167129516602, -1.02521514892578
 313034.715030083, 102.167129516602, -1.02521514892578
 313035.660639083, 102.162780761719, -0.665863037109375
 313036.610691833, 102.109878540039, 3.70982360839844
 313037.563945708, 102.091659545898, 5.22122573852539
 313038.5107195, 102.088012695312, 5.5224494934082
 313039.467557042, 102.088012695312, 5.5224494934082
 313040.41585725, 102.090110778809, 5.34805679321289
 313041.360642958, 102.100173950195, 4.51308441162109
 313042.3140755, 102.160552978516, -0.48089599609375
 313043.260351917, 102.160552978516, -0.48089599609375
 313044.213198208, 102.157089233398, -0.19024658203125
 313045.161187875, 102.157089233398, -0.19024658203125
 313046.110381708, 102.155853271484, -0.0898361206054688
 313047.062954792, 102.15934753418, -0.3804931640625
 313048.011579292, 102.15934753418, -0.3804931640625
 313048.963099792, 102.15934753418, -0.3804931640625
 313049.910498833, 102.159049987793, -0.35406494140625
 313050.863593083, 102.159049987793, -0.35406494140625
 313051.810765042, 102.159713745117, -0.412200927734375
 313052.761064708, 102.160087585449, -0.438621520996094
 313053.716922708, 102.16024017334, -0.454475402832031
 313054.661512917, 102.161285400391, -0.539031982421875
 313055.615839083, 102.161628723145, -0.565452575683594
 313056.562542083, 102.162071228027, -0.602447509765625
 313057.517164792, 102.163063049316, -0.686996459960938
 313058.519725917, 102.163063049316, -0.686996459960938
 313059.4134265, 102.160079956055, -0.438621520996094
 313060.3676035, 102.158599853516, -0.31707763671875
 313061.313893125, 102.158447265625, -0.306503295898438
 313062.264759542, 102.15705871582, -0.19024658203125
 313063.216930083, 102.156997680664, -0.184959411621094
 313064.165246458, 102.156997680664, -0.184959411621094
 313065.118976583, 102.156997680664, -0.184959411621094
 313066.069388208, 102.156532287598, -0.147964477539062
 313067.017088917, 102.156387329102, -0.137397766113281
 313067.966883583, 102.156280517578, -0.1268310546875
 313068.919469542, 102.156188964844, -0.116256713867188
 313069.871155375, 102.155990600586, -0.10040283203125
 313070.817625625, 102.155990600586, -0.10040283203125
 313071.771136208, 102.15608215332, -0.110977172851562
 313072.721437667, 102.156181335449, -0.116256713867188
 313073.671030083, 102.156211853027, -0.121543884277344
 313074.618433083, 102.156341552734, -0.132110595703125
 313075.571427792, 102.156593322754, -0.153251647949219
 313076.523280167, 102.156669616699, -0.158538818359375
 313077.47036, 102.156677246094, -0.158538818359375
 313078.424453042, 102.156730651855, -0.163818359375
 313079.369778625, 102.156791687012, -0.169105529785156
 313080.321307125, 102.15690612793, -0.179672241210938
 313081.272523042, 102.156929016113, -0.179672241210938
 313082.221221292, 102.156929016113, -0.179672241210938
 313083.171591917, 102.156852722168, -0.174392700195312
 313084.123136417, 102.156578063965, -0.153251647949219
 313085.076218542, 102.156059265137, -0.105690002441406
